Sort	Order	Family	Subfamily	Genus	Species	Type Species?	Exemplar Accession Number	Exemplar Isolate	Genome Composition	Last Change	MSL of Last Change	Proposal	Taxon History URL
1764	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Garlic common latent virus	0	JF320810	WA-1 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161563
1765	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Helenium virus S	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161564
1766	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Helleborus mosaic virus	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161565
1767	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Helleborus net necrosis virus	0	FJ196835	G5 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161566
1768	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Hippeastrum latent virus	0	DQ098905	Taiwan	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161567
1769	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Hop latent virus	0	AB032469	Japan 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161568
1770	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Hop mosaic virus	0	EU527979	Australia	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161569
1771	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Hydrangea chlorotic mottle virus	0	EU754720	NZ 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161570
1772	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Kalanchoë latent virus	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161571
1773	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Ligustrum necrotic ringspot virus	0	EU074853	USA	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161572
1774	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Lily symptomless virus	0	AJ516059	South Korea	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161573
1775	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Melon yellowing-associated virus	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161574
1776	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Mirabilis jalapa mottle virus	0	JN039374	USA	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161575
1777	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Narcissus common latent virus	0	AM158439	Zhangzhou 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161576
1778	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Nerine latent virus	0	AM182569	Hangzhou	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161577
1779	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Passiflora latent virus	0	DQ455582	Israel	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161578
1780	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Pea streak virus	0	KP784454	ATCC PV-264 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161579
1781	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Phlox virus B	0	EU162589	WP 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161580
1782	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Phlox virus M	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161581
1783	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Phlox virus S	0	EF492068	BR 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161582
1784	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Poplar mosaic virus	0	AY505475	PV-0341	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161583
1785	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Potato latent virus	0	EU433397	Canada	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161584
1786	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Potato virus H	0	HM584819	Huhhot	ssRNA(+)	New,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161585
1787	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Potato virus M	0	D14449	Russian wild type	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161586
1788	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Potato virus P	0	EU020009	Arg 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161587
1789	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Potato virus S	0	AJ863509	Leona	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161588
1790	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Red clover vein mosaic virus	0	FJ685618	Washington 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161589
1791	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Shallot latent virus	0	AJ292226	YH1	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161590
1792	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Sint-Jan's onion latent virus	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161591
1793	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Strawberry pseudo mild yellow edge virus	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161592
1794	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Sweet potato C6 virus	0	JX212747	Sosa 29 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161593
1795	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Sweet potato chlorotic fleck virus	0	AY461421	Uganda	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161594
1796	Tymovirales	Betaflexiviridae	Quinvirinae	Carlavirus	Verbena latent virus	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161595
1797	Tymovirales	Betaflexiviridae	Quinvirinae	Foveavirus	Apple stem pitting virus	1	D21829	PA66	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161597
1798	Tymovirales	Betaflexiviridae	Quinvirinae	Foveavirus	Apricot latent virus	0	HQ339956	A18 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161598
1799	Tymovirales	Betaflexiviridae	Quinvirinae	Foveavirus	Asian prunus virus 1	0	FJ824737	tatao5 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161599
1800	Tymovirales	Betaflexiviridae	Quinvirinae	Foveavirus	Grapevine rupestris stem pitting-associated virus	0	AF057136	Meng	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161600
1801	Tymovirales	Betaflexiviridae	Quinvirinae	Foveavirus	Peach chlorotic mottle virus	0	EF693898	Agua-4N6 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161601
1802	Tymovirales	Betaflexiviridae	Quinvirinae	Foveavirus	Rubus canadensis virus 1	0	JX277553	BM-01 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161602
1803	Tymovirales	Betaflexiviridae	Quinvirinae	Robigovirus	African oil palm ringspot virus	0	AY072921	Morales	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161604
1804	Tymovirales	Betaflexiviridae	Quinvirinae	Robigovirus	Cherry green ring mottle virus	0	AF017780	Zhang	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161605
1805	Tymovirales	Betaflexiviridae	Quinvirinae	Robigovirus	Cherry necrotic rusty mottle virus	1	AF237816	Rott	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161606
1806	Tymovirales	Betaflexiviridae	Quinvirinae	Robigovirus	Cherry rusty mottle associated virus	0	KC218926	95CI192R3	ssRNA(+)	New,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161607
1807	Tymovirales	Betaflexiviridae	Quinvirinae	Robigovirus	Cherry twisted leaf associated virus	0	KF030846	95CI205R1 (s1)	ssRNA(+)	New,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161608
1808	Tymovirales	Betaflexiviridae	Quinvirinae	Unassigned	Banana mild mosaic virus	0	AF314662	Gambley	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161610
1809	Tymovirales	Betaflexiviridae	Quinvirinae	Unassigned	Banana virus X	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161611
1810	Tymovirales	Betaflexiviridae	Quinvirinae	Unassigned	Sugarcane striate mosaic-associated virus	0	AF315308	Thompson	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161612
1811	Tymovirales	Betaflexiviridae	Trivirinae	Capillovirus	Apple stem grooving virus	1	AB004063	Li-23	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161615
1812	Tymovirales	Betaflexiviridae	Trivirinae	Capillovirus	Cherry virus A	0	X82547	Germany	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161616
1813	Tymovirales	Betaflexiviridae	Trivirinae	Chordovirus	Carrot Ch virus 1	1	KF533711	CBV-1_S20	ssRNA(+)	New,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161618
1814	Tymovirales	Betaflexiviridae	Trivirinae	Chordovirus	Carrot Ch virus 2	0	KF533710	CBV-2_S15	ssRNA(+)	New,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161619
1815	Tymovirales	Betaflexiviridae	Trivirinae	Citrivirus	Citrus leaf blotch virus	1	AJ318061	SRA-153	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161621
1816	Tymovirales	Betaflexiviridae	Trivirinae	Divavirus	Diuris virus A	1	JX173276	SW3.3 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161623
1817	Tymovirales	Betaflexiviridae	Trivirinae	Divavirus	Diuris virus B	0	JX173277	SW3.3 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161624
1818	Tymovirales	Betaflexiviridae	Trivirinae	Divavirus	Hardenbergia virus A	0	HQ241409	HarVA-57 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161625
1819	Tymovirales	Betaflexiviridae	Trivirinae	Prunevirus	Apricot vein clearing associated virus	1	HG008921	VC	ssRNA(+)	New,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161627
1820	Tymovirales	Betaflexiviridae	Trivirinae	Prunevirus	Caucasus prunus virus	0	KM507061	Aze204	ssRNA(+)	New,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161628
1821	Tymovirales	Betaflexiviridae	Trivirinae	Tepovirus	Potato virus T	1	EU835937	Peru	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161630
1822	Tymovirales	Betaflexiviridae	Trivirinae	Tepovirus	Prunus virus T	0	KF700262	C21	ssRNA(+)	New,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161631
1823	Tymovirales	Betaflexiviridae	Trivirinae	Trichovirus	Apple chlorotic leaf spot virus	1	M58152	P863	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161633
1824	Tymovirales	Betaflexiviridae	Trivirinae	Trichovirus	Apricot pseudo-chlorotic leaf spot virus	0	AY713379	Sus2	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161634
1825	Tymovirales	Betaflexiviridae	Trivirinae	Trichovirus	Cherry mottle leaf virus	0	AF170028	SA1162-21	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161635
1826	Tymovirales	Betaflexiviridae	Trivirinae	Trichovirus	Grapevine berry inner necrosis virus	0	D88448	Yoshikawa	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161636
1827	Tymovirales	Betaflexiviridae	Trivirinae	Trichovirus	Grapevine Pinot gris virus	0	FR877530	Italy	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161637
1828	Tymovirales	Betaflexiviridae	Trivirinae	Trichovirus	Peach mosaic virus	0	DQ117579	2022-01 (CA-1) 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161638
1829	Tymovirales	Betaflexiviridae	Trivirinae	Trichovirus	Phlomis mottle virus	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161639
1830	Tymovirales	Betaflexiviridae	Trivirinae	Vitivirus	Actinidia virus A	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161641
1831	Tymovirales	Betaflexiviridae	Trivirinae	Vitivirus	Actinidia virus B	0	JN427015	TP7-93B 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161642
1832	Tymovirales	Betaflexiviridae	Trivirinae	Vitivirus	Grapevine virus A	1	X75433	Is 151	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161643
1833	Tymovirales	Betaflexiviridae	Trivirinae	Vitivirus	Grapevine virus B	0	X75448	Saldarelli	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161644
1834	Tymovirales	Betaflexiviridae	Trivirinae	Vitivirus	Grapevine virus D	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161645
1835	Tymovirales	Betaflexiviridae	Trivirinae	Vitivirus	Grapevine virus E	0	AB432910	TvAQ7 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161646
1836	Tymovirales	Betaflexiviridae	Trivirinae	Vitivirus	Grapevine virus F	0	JX105428	AUD46129 	ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161647
1837	Tymovirales	Betaflexiviridae	Trivirinae	Vitivirus	Heracleum latent virus	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161648
1838	Tymovirales	Betaflexiviridae	Trivirinae	Vitivirus	Mint virus 2	0			ssRNA(+)	Moved,	30	2015.011a-adP.A.v2.Betaflexiviridae_rev	ICTVonline=20161649
1839	Tymovirales	Gammaflexiviridae		Mycoflexivirus	Botrytis virus F	1	AF238884	Howitt	ssRNA(+)	New,Assigned as Type Species,	25	2007.006-009P.Mycoflexivirus	ICTVonline=20161655
1840	Tymovirales	Tymoviridae		Maculavirus	Grapevine fleck virus	1	AJ309022	MT48	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161659
1841	Tymovirales	Tymoviridae		Marafivirus	Bermuda grass etched-line virus	0			ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161661
1842	Tymovirales	Tymoviridae		Marafivirus	Blackberry virus S	0	FJ915122	GSM-8 	ssRNA(+)	New,	26	2010.007aP.A.v1.Marafivirus-sp_BlVS	ICTVonline=20161662
1843	Tymovirales	Tymoviridae		Marafivirus	Citrus sudden death-associated virus	0	AY884005	Maccheroni	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161663
1844	Tymovirales	Tymoviridae		Marafivirus	Grapevine Syrah virus 1	0	FJ436028	USA	ssRNA(+)	New,	26	2010.008aP.A.v1.Marafivirus-sp_GSyV-1	ICTVonline=20161664
1845	Tymovirales	Tymoviridae		Marafivirus	Maize rayado fino virus	1	AF265566	Costa Rica	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161665
1846	Tymovirales	Tymoviridae		Marafivirus	Nectarine marafivirus M	0	KT273411	12C51	ssRNA(+)	New,	31	2016.022a,bP.A.v1.Tymoviridae_2sp	ICTVonline=20165217
1847	Tymovirales	Tymoviridae		Marafivirus	Oat blue dwarf virus	0	U87832	Edwards	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161666
1848	Tymovirales	Tymoviridae		Marafivirus	Olive latent virus 3	0	FJ444852	CN1/1 	ssRNA(+)	New,	26	2011.014aP.A.v1.Marafivirus_1sp	ICTVonline=20161667
1849	Tymovirales	Tymoviridae		Tymovirus	Anagyris vein yellowing virus	0	AY751780	Koenig	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161669
1850	Tymovirales	Tymoviridae		Tymovirus	Andean potato latent virus	0	JX508291	Col 	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161670
1851	Tymovirales	Tymoviridae		Tymovirus	Andean potato mild mosaic virus	0	JX508290	Hu 	ssRNA(+)	New,	28	2013.013aP.A.v2.Tymovirus_sp	ICTVonline=20161671
1852	Tymovirales	Tymoviridae		Tymovirus	Belladonna mottle virus	0			ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161672
1853	Tymovirales	Tymoviridae		Tymovirus	Cacao yellow mosaic virus	0			ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161673
1854	Tymovirales	Tymoviridae		Tymovirus	Calopogonium yellow vein virus	0			ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161674
1855	Tymovirales	Tymoviridae		Tymovirus	Chayote mosaic virus	0	AF195000	Bernal	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161675
1856	Tymovirales	Tymoviridae		Tymovirus	Chiltepin yellow mosaic virus	0	FN563123	20.5	ssRNA(+)	New,	26	2010.019aP.A.v1.Tymovirus_1sp	ICTVonline=20161676
1857	Tymovirales	Tymoviridae		Tymovirus	Clitoria yellow vein virus	0			ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161677
1858	Tymovirales	Tymoviridae		Tymovirus	Desmodium yellow mottle virus	0			ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161678
1859	Tymovirales	Tymoviridae		Tymovirus	Dulcamara mottle virus	0	AY789137	Tzanetakis	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161679
1860	Tymovirales	Tymoviridae		Tymovirus	Eggplant mosaic virus	0	J04374	Osorio-Keese	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161680
1861	Tymovirales	Tymoviridae		Tymovirus	Erysimum latent virus	0	AF098523	Srifah	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161681
1862	Tymovirales	Tymoviridae		Tymovirus	Kennedya yellow mosaic virus	0	D00637	Jervis Bay	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161682
1863	Tymovirales	Tymoviridae		Tymovirus	Melon rugose mosaic virus	0			ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161683
1864	Tymovirales	Tymoviridae		Tymovirus	Nemesia ring necrosis virus	0	AY751778	Nemisia	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161684
1865	Tymovirales	Tymoviridae		Tymovirus	Okra mosaic virus	0	EF554577	PV-0264 	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161685
1866	Tymovirales	Tymoviridae		Tymovirus	Ononis yellow mosaic virus	0	J04375	Ding	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161686
1867	Tymovirales	Tymoviridae		Tymovirus	Passion fruit yellow mosaic virus	0			ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161687
1868	Tymovirales	Tymoviridae		Tymovirus	Peanut yellow mosaic virus	0			ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161688
1869	Tymovirales	Tymoviridae		Tymovirus	Petunia vein banding virus	0			ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161689
1870	Tymovirales	Tymoviridae		Tymovirus	Physalis mottle virus	0	Y16104	Ranjith-Kumar	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161690
1871	Tymovirales	Tymoviridae		Tymovirus	Plantago mottle virus	0	AY751779	Koenig	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161691
1872	Tymovirales	Tymoviridae		Tymovirus	Scrophularia mottle virus	0	AY751777	Koenig	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161692
1873	Tymovirales	Tymoviridae		Tymovirus	Tomato blistering mosaic tymovirus	0	KC840043	SC50	ssRNA(+)	New,	31	2016.022a,bP.A.v1.Tymoviridae_2sp	ICTVonline=20165218
1874	Tymovirales	Tymoviridae		Tymovirus	Turnip yellow mosaic virus	1	X07441	Morch	ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161693
1875	Tymovirales	Tymoviridae		Tymovirus	Voandzeia necrotic mosaic virus	0			ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161694
1876	Tymovirales	Tymoviridae		Tymovirus	Wild cucumber mosaic virus	0			ssRNA(+)	Moved,	25	2007.027a-fP.v2.Tymovirales	ICTVonline=20161695
1877	Tymovirales	Tymoviridae		Unassigned	Bombyx mori latent virus	0			ssRNA(+)	New,	26	2010.006aP.A.v2.Tymoviridae-sp	ICTVonline=20161698
1878	Tymovirales	Tymoviridae		Unassigned	Poinsettia mosaic virus	0	AJ271595	Bradel	ssRNA(+)	New,	26	2010.012aP.A.v1.Tymoviridae-sp	ICTVonline=20161699
1879	Unassigned	Adenoviridae		Atadenovirus	Bovine atadenovirus D	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161704
1880	Unassigned	Adenoviridae		Atadenovirus	Duck atadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161705
1881	Unassigned	Adenoviridae		Atadenovirus	Lizard atadenovirus A	0	KJ156523	lizard adenovirus 2	dsDNA	New,	31	2016.002aD.A.v1.Atadenovirus_2sp	ICTVonline=20165219
1882	Unassigned	Adenoviridae		Atadenovirus	Ovine atadenovirus D	1			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161706
1883	Unassigned	Adenoviridae		Atadenovirus	Possum atadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161707
1884	Unassigned	Adenoviridae		Atadenovirus	Psittacine atadenovirus A	0	KJ675568	psittacine adenovirus 3	dsDNA	New,	31	2016.002aD.A.v1.Atadenovirus_2sp	ICTVonline=20165220
1885	Unassigned	Adenoviridae		Atadenovirus	Snake atadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161708
1886	Unassigned	Adenoviridae		Aviadenovirus	Duck aviadenovirus B	0	KJ469653	duck adenovirus 2 strain GR	dsDNA	New,	30	2015.005aD.A.v2.Aviadenovirus_4sp	ICTVonline=20161710
1887	Unassigned	Adenoviridae		Aviadenovirus	Falcon aviadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161711
1888	Unassigned	Adenoviridae		Aviadenovirus	Fowl aviadenovirus A	1			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161712
1889	Unassigned	Adenoviridae		Aviadenovirus	Fowl aviadenovirus B	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161713
1890	Unassigned	Adenoviridae		Aviadenovirus	Fowl aviadenovirus C	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161714
1891	Unassigned	Adenoviridae		Aviadenovirus	Fowl aviadenovirus D	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161715
1892	Unassigned	Adenoviridae		Aviadenovirus	Fowl aviadenovirus E	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161716
1893	Unassigned	Adenoviridae		Aviadenovirus	Goose aviadenovirus A	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161717
1894	Unassigned	Adenoviridae		Aviadenovirus	Pigeon aviadenovirus A	0	FN824512	pigeon adenovirus 1 strain IDA4	dsDNA	New,	30	2015.005aD.A.v2.Aviadenovirus_4sp	ICTVonline=20161718
1895	Unassigned	Adenoviridae		Aviadenovirus	Turkey aviadenovirus B	0			dsDNA	Renamed,	28	2013.003aV.A.v1.Adenoviridae_spren	ICTVonline=20161719
1896	Unassigned	Adenoviridae		Aviadenovirus	Turkey aviadenovirus C	0	KF477312	turkey adenovirus 4 strain TNI1	dsDNA	New,	30	2015.005aD.A.v2.Aviadenovirus_4sp	ICTVonline=20161720
1897	Unassigned	Adenoviridae		Aviadenovirus	Turkey aviadenovirus D	0	KF477313	turkey adenovirus 5 strain 1277BT	dsDNA	New,	30	2015.005aD.A.v2.Aviadenovirus_4sp	ICTVonline=20161721
